STN;YYYYMMDD;DDVEC;FHVEC;FG;FHX;FHXH;FHN;FHNH;FXX;FXXH;PG;PX;PXH;PN;PNH;VVN;VVNH;VVX;VVXH;NG
225;20011023;157;51;54;60;7;40;2;100;10;10143;10166;24;10131;6;45;7;74;1;7
225;20011024;180;66;67;90;12;60;1;120;12;10178;10186;9;10168;1;50;16;65;2;6
225;20011025;216;68;75;110;20;40;7;140;21;10200;10212;11;10178;1;1;5;75;9;6
225;20011026;184;88;90;110;12;60;5;150;13;10149;10196;1;10110;24;45;6;65;12;5
225;20011027;249;94;97;140;1;70;24;170;1;10155;10204;24;10108;1;65;1;75;9;5
225;20011028;284;71;73;80;7;70;1;110;15;10237;10258;20;10205;1;74;5;75;1;5
225;20011029;253;126;127;150;18;90;1;200;19;10208;10243;1;10171;24;65;23;80;10;6
225;20011030;220;137;141;160;16;120;13;210;4;10138;10169;1;10099;24;60;7;75;21;2
225;20011031;278;134;161;190;9;130;1;250;10;10156;10279;24;10068;6;60;6;75;14;5
225;20011101;309;87;89;140;1;50;20;180;1;10349;10389;23;10287;1;75;1;75;1;4
225;20011102;270;71;72;80;2;60;6;100;3;10383;10396;8;10357;24;75;1;82;8;6
225;20011103;267;61;62;70;1;50;18;90;1;10313;10355;1;10264;24;70;5;82;7;6
225;20011104;285;94;97;130;20;50;2;170;23;10212;10256;1;10184;20;60;6;82;9;7
225;20011105;285;70;95;150;23;50;11;200;23;10212;10247;10;10142;24;65;19;80;1;6
225;20011106;276;126;131;160;1;90;22;200;2;10090;10126;1;10080;7;60;4;75;10;7
225;20011107;283;105;106;150;9;20;17;210;11;10040;10085;1;9968;24;50;9;75;7;7
225;20011108;330;97;142;200;15;40;23;280;14;9932;10039;24;9853;10;65;3;80;6;7
225;20011109;51;37;51;120;6;10;21;210;5;10182;10276;24;10054;1;65;1;80;8;5
225;20011110;200;83;87;120;12;30;1;160;24;10283;10300;9;10256;24;70;21;80;1;5
225;20011111;270;53;58;110;1;30;12;140;1;10223;10254;1;10190;24;65;3;75;6;7
225;20011112;302;38;68;100;21;40;1;150;20;10138;10184;1;10113;15;56;13;75;24;8
225;20011113;19;78;84;120;17;50;4;200;17;10198;10240;24;10163;1;60;21;75;1;7
225;20011114;32;71;78;120;2;40;23;210;3;10310;10386;24;10239;1;60;1;80;14;3
225;20011115;260;28;48;70;14;10;3;90;15;10383;10399;10;10370;17;58;7;80;10;3
225;20011116;19;35;40;60;2;20;22;70;1;10390;10400;11;10376;4;45;3;75;1;7
225;20011117;78;28;32;60;16;10;5;80;16;10344;10388;1;10298;24;65;7;75;1;7
225;20011118;60;35;41;60;20;20;10;90;19;10255;10290;1;10236;22;65;6;80;13;7
225;20011119;11;26;38;50;1;20;10;70;1;10256;10280;24;10235;1;56;7;80;21;6
225;20011120;270;77;81;120;21;40;7;150;20;10285;10295;10;10280;1;65;6;80;1;6
225;20011121;240;142;143;170;16;90;2;230;22;10227;10278;2;10158;24;45;8;75;1;8
225;20011122;319;128;145;170;18;120;4;250;13;10150;10188;24;10121;12;65;1;76;13;7
225;20011123;337;80;95;150;1;50;20;220;2;10220;10233;11;10191;1;60;9;82;12;6
225;20011124;277;48;51;80;1;30;13;110;1;10199;10215;1;10193;6;36;13;65;1;8
225;20011125;248;51;72;100;18;40;1;130;19;10149;10192;1;10112;19;12;6;75;3;8
225;20011126;340;45;50;90;4;10;20;110;1;10131;10140;10;10122;3;65;3;80;11;5
225;20011127;209;62;78;130;19;20;1;190;20;10081;10124;1;10025;19;58;18;80;1;5
225;20011128;275;96;100;120;3;80;19;180;10;10132;10178;22;10067;1;65;7;80;13;5
225;20011129;219;98;103;140;10;40;24;180;10;10113;10170;1;10075;17;35;14;80;1;8
225;20011130;197;55;58;90;22;30;2;110;22;10095;10108;24;10088;1;1;6;45;20;8
225;20011201;218;68;87;120;16;50;21;200;16;10140;10227;24;10108;3;2;4;74;21;8
225;20011202;65;35;47;70;1;20;21;90;1;10255;10271;11;10237;1;45;22;80;8;6
225;20011203;145;26;29;60;22;10;1;90;24;10211;10244;1;10146;24;5;9;65;21;8
225;20011204;248;88;120;150;13;70;1;210;12;10105;10175;24;10051;11;45;1;75;13;7
225;20011205;237;80;110;170;21;60;4;210;21;10126;10191;5;10052;17;30;13;80;5;7
225;20011206;359;72;76;170;2;10;24;220;1;10293;10369;24;10122;1;65;1;81;11;5
225;20011207;113;21;22;40;24;10;1;60;24;10392;10408;22;10370;1;2;24;80;1;2
225;20011208;103;39;39;50;1;30;4;70;2;10416;10422;10;10407;1;2;1;70;13;4
225;20011209;98;46;47;60;2;30;18;80;2;10420;10426;23;10416;4;     ;     ;     ;     ;7
225;20011210;75;19;23;40;1;10;12;60;1;10415;10425;10;10402;24;45;8;65;1;2
225;20011211;27;39;40;50;6;20;2;70;6;10373;10396;1;10342;24;50;1;80;16;4
225;20011212;55;54;56;70;2;40;7;100;2;10334;10342;9;10324;15;30;8;80;13;8
225;20011213;76;74;76;90;13;60;3;140;15;10362;10407;24;10339;3;49;1;80;13;5
225;20011214;86;63;65;80;1;40;4;110;1;10420;10428;11;10409;1;65;7;80;1;2
225;20011215;74;44;52;90;18;20;7;120;18;10389;10414;1;10374;14;30;15;80;1;6
225;20011216;65;47;51;80;6;20;21;120;6;10400;10411;10;10388;1;65;8;75;1;4
225;20011217;13;50;57;90;9;20;1;120;6;10368;10380;1;10350;7;70;5;82;11;3
225;20011218;351;50;51;80;23;40;5;120;23;10366;10376;10;10345;24;70;20;80;6;5
225;20011219;301;94;114;150;13;60;5;200;21;10258;10337;1;10194;19;70;1;82;9;7
225;20011220;301;51;90;170;23;10;11;240;3;10252;10295;11;10171;24;74;6;75;1;4
225;20011221;288;120;138;170;1;80;23;210;1;10057;10160;1;10011;14;45;11;75;1;6
225;20011222;341;76;93;140;15;50;22;210;16;10055;10140;24;10028;5;35;17;80;8;6
225;20011223;221;65;88;170;23;20;7;210;23;10172;10209;10;10118;24;45;23;80;5;4
225;20011224;253;154;156;180;1;130;9;230;1;10016;10104;1;9925;24;30;9;65;2;8
225;20011225;295;112;123;170;1;90;9;230;1;9934;9969;23;9912;4;50;5;80;10;6
225;20011226;315;110;114;140;16;80;10;210;16;10020;10077;24;9968;1;8;14;82;20;5
225;20011227;247;113;124;170;10;50;2;210;11;10014;10084;2;9981;14;35;11;76;2;7
225;20011228;272;166;172;220;12;100;1;440;9;9953;10004;24;9913;9;50;15;75;5;7
225;20011229;322;52;66;110;1;30;5;190;23;9975;10007;1;9948;15;20;17;80;8;7
225;20011230;316;57;81;140;2;20;24;200;4;10072;10186;24;9985;1;60;7;82;21;6
225;20011231;324;72;75;100;8;10;1;160;7;10276;10342;24;10193;1;60;18;82;1;5
225;20020101;271;91;93;110;19;70;3;130;18;10358;10369;11;10344;1;70;22;80;1;3
225;20020102;251;19;47;100;1;20;14;130;1;10348;10355;9;10343;6;3;10;80;6;5
225;20020103;107;76;77;90;11;50;6;130;11;10338;10347;9;10328;23;3;1;80;15;3
225;20020104;123;54;57;90;4;40;14;120;3;10332;10347;23;10322;4;74;1;81;13;0
225;20020105;175;50;53;70;23;40;8;90;22;10358;10366;10;10347;1;50;23;75;1;5
225;20020106;274;23;40;80;5;10;23;90;4;10350;10358;10;10344;6;3;3;80;13;8
225;20020107;182;6;14;40;1;0;3;60;1;10346;10352;10;10341;24;50;12;81;22;8
225;20020108;100;31;33;50;13;10;1;70;13;10344;10353;23;10335;14;35;10;81;1;7
225;20020109;126;24;26;40;23;10;14;60;10;10362;10373;11;10353;4;35;8;60;1;2
225;20020110;145;37;38;50;19;30;1;100;21;10326;10356;1;10292;24;45;1;66;13;4
225;20020111;225;54;70;100;13;50;1;120;13;10282;10305;24;10266;9;30;10;75;21;8
225;20020112;206;64;67;90;5;50;19;120;13;10302;10312;10;10293;24;15;9;75;21;5
225;20020113;166;48;50;60;1;30;17;90;10;10268;10288;1;10258;14;45;16;75;1;3
225;20020114;172;53;54;90;24;30;3;120;24;10241;10260;3;10197;24;3;10;65;1;8
225;20020115;185;43;50;90;3;10;19;110;1;10153;10193;1;10134;14;30;9;80;19;8
225;20020116;232;42;50;90;24;20;5;120;24;10201;10216;11;10164;1;65;13;80;1;5
225;20020117;202;81;81;100;23;70;2;140;15;10179;10202;1;10163;20;45;13;70;1;8
225;20020118;221;60;69;110;24;40;5;150;24;10173;10195;10;10120;24;56;1;80;12;5
225;20020119;229;109;114;140;4;90;22;180;6;10107;10152;24;10079;5;45;2;74;21;5
225;20020120;225;141;144;190;14;80;3;250;18;10099;10150;1;10050;17;30;8;65;1;7
225;20020121;218;108;113;140;13;80;23;170;5;10090;10112;9;10043;24;5;9;70;22;7
225;20020122;218;117;125;150;8;80;4;210;9;10024;10052;22;9990;8;65;8;75;6;6
225;20020123;188;110;114;140;24;90;6;200;24;9966;10050;1;9874;24;60;2;70;7;7
225;20020124;250;104;142;180;7;110;24;230;7;9937;10114;24;9815;6;30;9;75;21;7
225;20020125;223;54;90;180;24;30;9;230;24;10134;10192;10;10018;24;30;21;75;1;6
225;20020126;221;170;174;220;17;140;6;310;17;10004;10059;9;9955;24;40;1;65;5;7
225;20020127;232;92;97;150;1;50;15;180;1;10034;10083;23;9954;1;30;24;75;9;7
225;20020128;228;169;170;190;7;130;10;260;7;10103;10186;24;10053;7;20;1;70;13;5
225;20020129;222;129;129;140;1;110;12;180;1;10195;10205;9;10181;17;56;6;60;1;6
225;20020130;204;97;100;140;22;80;3;190;22;10143;10207;2;10084;23;45;7;60;1;8
225;20020131;225;115;125;160;6;100;3;230;5;10122;10160;13;10084;4;58;1;80;8;5
225;20020201;206;139;141;170;18;90;8;220;17;10126;10139;8;10106;1;42;7;70;1;7
225;20020202;194;125;126;170;1;80;24;220;1;10157;10171;21;10136;1;61;4;75;17;3
225;20020203;183;88;93;140;23;70;1;220;22;10101;10167;1;10040;24;65;17;75;3;5
225;20020204;211;139;147;180;18;90;10;250;18;10094;10143;9;10030;24;58;9;75;7;8
225;20020205;208;121;122;160;1;80;7;210;1;9982;10025;2;9958;23;56;7;70;9;6
225;20020206;244;94;108;120;3;80;24;170;17;10013;10114;24;9954;2;65;1;80;12;7
225;20020207;230;101;113;180;18;50;8;230;18;10157;10189;10;10126;22;45;16;75;1;7
225;20020208;227;104;109;160;22;80;7;220;23;10142;10182;11;10080;24;18;21;65;4;7
225;20020209;228;143;145;180;11;90;20;230;10;10032;10081;1;10004;17;40;1;71;21;6
225;20020210;242;123;130;170;23;110;7;220;24;10049;10083;15;10013;3;56;21;71;1;7
225;20020211;227;182;183;200;10;170;1;250;10;10004;10037;1;9992;14;45;7;65;21;8
225;20020212;236;125;126;160;1;80;24;210;2;10079;10126;24;10012;1;60;9;80;21;5
225;20020213;358;38;56;80;23;30;12;130;17;10175;10241;24;10129;1;60;16;82;19;5
225;20020214;63;86;88;130;11;50;22;180;11;10294;10324;24;10244;1;80;5;84;13;2
225;20020215;51;60;63;80;24;40;4;100;13;10335;10345;21;10318;4;80;6;83;1;1
